ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
16,Acapulco,Abierto Mexicano,3/3/17,ATP500,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Djokovic N.,17,2,2075,9735,7,6,7,5,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/4/17,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,Cilic M.,6,8,4115,3410,6,1,6,2,,,,,,,2,0,Completed
16,Acapulco,Abierto Mexicano,3/4/17,ATP500,Outdoor,Hard,Semifinals,3,Querrey S.,Kyrgios N.,40,17,1000,2075,3,6,6,1,7,5,,,,,2,1,Completed
16,Acapulco,Abierto Mexicano,3/5/17,ATP500,Outdoor,Hard,The Final,3,Querrey S.,Nadal R.,40,6,1000,4115,6,3,7,6,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Granollers M.,Vesely J.,36,55,1068,848,6,3,6,2,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Muller G.,29,27,1225,1370,6,4,7,6,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Troicki V.,97,34,595,1075,6,4,6,3,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Khachanov K.,16,50,2190,895,6,1,7,6,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Federer R.,Paire B.,10,39,3260,1040,6,1,6,3,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/27/17,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,Safwat M.,12,199,3190,286,6,4,6,3,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Dzumhur D.,Wawrinka S.,77,3,674,5195,7,6,6,3,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Donskoy E.,Youzhny M.,116,83,493,631,6,4,6,4,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Seppi A.,35,73,1070,700,6,2,7,5,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Copil M.,Struff J.L.,124,59,467,786,6,4,6,2,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Evans D.,Brown D.,43,81,971,651,6,2,6,3,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Pouille L.,Pavlasek A.,15,93,2261,604,6,2,6,2,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Alawadhi O.,57,999,797,999,6,2,7,5,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Haase R.,Istomin D.,66,68,763,723,6,2,6,4,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Murray A.,Jaziri M.,1,51,11540,883,6,4,6,1,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,2/28/17,ATP500,Outdoor,Hard,1st Round,3,Berdych T.,Rosol L.,14,161,2790,374,6,3,2,1,,,,,,,1,0,Retired
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Medvedev D.,29,57,1225,797,6,4,6,4,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Verdasco F.,Bautista Agut R.,35,16,1070,2190,6,4,3,6,7,5,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Pouille L.,Copil M.,15,124,2261,467,6,1,6,4,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Haase R.,Berdych T.,66,14,763,2790,3,6,6,3,6,4,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Monfils G.,Evans D.,12,43,3190,971,6,4,3,6,6,1,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Murray A.,Garcia-Lopez G.,1,97,11540,595,6,2,6,0,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Dzumhur D.,Granollers M.,77,36,674,1068,6,3,6,4,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/1/17,ATP500,Outdoor,Hard,2nd Round,3,Donskoy E.,Federer R.,116,10,493,3260,3,6,7,6,7,6,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Haase R.,Dzumhur D.,66,77,763,674,6,2,4,6,6,4,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Monfils G.,35,12,1070,3190,6,3,7,5,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Murray A.,Kohlschreiber P.,1,29,11540,1225,6,7,7,6,6,1,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/2/17,ATP500,Outdoor,Hard,Quarterfinals,3,Pouille L.,Donskoy E.,15,116,2261,493,6,4,5,7,7,6,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/3/17,ATP500,Outdoor,Hard,Semifinals,3,Verdasco F.,Haase R.,35,66,1070,763,7,6,5,7,6,1,,,,,2,1,Completed
17,Dubai ,Dubai Tennis Championships,3/3/17,ATP500,Outdoor,Hard,Semifinals,3,Murray A.,Pouille L.,1,15,11540,2261,7,5,6,1,,,,,,,2,0,Completed
17,Dubai ,Dubai Tennis Championships,3/4/17,ATP500,Outdoor,Hard,The Final,3,Murray A.,Verdasco F.,1,35,11540,1070,6,3,6,2,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/27/17,ATP250,Indoor,Clay,1st Round,3,Olivo R.,Cervantes I.,92,125,605,465,7,6,6,4,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/27/17,ATP250,Indoor,Clay,1st Round,3,Pella G.,Clezar G.,166,273,350,187,6,2,6,3,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/27/17,ATP250,Indoor,Clay,1st Round,3,Elias G.,Luz O.,98,544,584,63,6,2,7,5,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Delbonis F.,Kovalik J.,54,118,860,490,6,4,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Giannessi A.,Dutra Silva R.,127,439,455,92,6,4,6,3,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Melzer G.,Estrella Burgos V.,107,88,535,614,6,2,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Bagnis F.,Lajovic D.,82,105,633,552,6,2,7,5,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Fognini F.,Cecchinato M.,42,185,980,308,6,4,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Souza J.,Zeballos H.,131,71,449,714,6,2,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Ruud C.,Santillan A.,133,192,437,294,6,4,6,4,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,2/28/17,ATP250,Indoor,Clay,1st Round,3,Berlocq C.,Monteiro T.,67,74,746,690,4,6,6,4,6,4,,,,,2,1,Completed
18,Sao Paulo,Brasil Open,3/1/17,ATP250,Indoor,Clay,1st Round,3,Schwartzman D.,Bellucci T.,44,69,935,721,6,2,6,0,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/1/17,ATP250,Indoor,Clay,2nd Round,3,Sousa J.,Olivo R.,37,92,1055,605,6,2,6,4,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/1/17,ATP250,Indoor,Clay,2nd Round,3,Delbonis F.,Ruud C.,54,133,860,437,7,5,6,3,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/1/17,ATP250,Indoor,Clay,2nd Round,3,Pella G.,Berlocq C.,166,67,350,746,7,5,6,3,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/2/17,ATP250,Indoor,Clay,2nd Round,3,Ramos-Vinolas A.,Elias G.,24,98,1535,584,6,4,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/2/17,ATP250,Indoor,Clay,2nd Round,3,Fognini F.,Giannessi A.,42,127,980,455,7,6,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/2/17,ATP250,Indoor,Clay,2nd Round,3,Cuevas P.,Bagnis F.,33,82,1085,633,6,2,6,2,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/2/17,ATP250,Indoor,Clay,2nd Round,3,Carreno Busta P.,Souza J.,23,131,1645,449,6,4,6,2,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/2/17,ATP250,Indoor,Clay,2nd Round,3,Schwartzman D.,Melzer G.,44,107,935,535,6,2,6,2,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/3/17,ATP250,Indoor,Clay,Quarterfinals,3,Sousa J.,Delbonis F.,37,54,1055,860,6,3,6,1,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/3/17,ATP250,Indoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Pella G.,24,166,1535,350,6,4,3,6,6,4,,,,,2,1,Completed
18,Sao Paulo,Brasil Open,3/4/17,ATP250,Indoor,Clay,Quarterfinals,3,Carreno Busta P.,Fognini F.,23,42,1645,980,6,0,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/4/17,ATP250,Indoor,Clay,Quarterfinals,3,Cuevas P.,Schwartzman D.,33,44,1085,935,5,7,6,4,6,4,,,,,2,1,Completed
18,Sao Paulo,Brasil Open,3/4/17,ATP250,Indoor,Clay,Semifinals,3,Ramos-Vinolas A.,Sousa J.,24,37,1535,1055,6,7,7,5,6,2,,,,,2,1,Completed
18,Sao Paulo,Brasil Open,3/4/17,ATP250,Indoor,Clay,Semifinals,3,Cuevas P.,Carreno Busta P.,33,23,1085,1645,6,3,7,6,,,,,,,2,0,Completed
18,Sao Paulo,Brasil Open,3/5/17,ATP250,Indoor,Clay,The Final,3,Cuevas P.,Ramos-Vinolas A.,33,24,1085,1535,6,7,6,4,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Fratangelo B.,Tomic B.,112,42,527,985,6,2,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,Robredo T.,52,471,895,82,6,1,7,5,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Lorenzi P.,Haase R.,38,47,1077,923,6,4,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Gojowczyk P.,Opelka R.,148,174,394,337,6,4,3,6,6,1,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Monaco J.,61,72,791,720,6,3,6,7,6,1,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Thompson J.,90,76,618,709,1,6,6,1,3,0,,,,,1,1,Retired
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Schwartzman D.,37,44,1100,972,4,6,6,3,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,King D.,Basilashvili N.,131,55,453,868,7,5,7,5,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/9/17,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Tiafoe F.,106,86,552,626,6,3,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Kravchuk K.,43,96,980,604,0,6,7,5,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Klizan M.,Monteiro T.,66,77,775,690,7,6,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Ymer E.,70,158,726,378,6,4,6,1,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Dolgopolov O.,Troicki V.,64,39,785,1075,6,1,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Pospisil V.,Lu Y.H.,129,65,454,783,6,7,6,4,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Albot R.,80,87,670,623,7,6,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Harrison R.,67,45,754,941,6,4,3,6,7,5,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Herbert P.H.,Bellucci T.,74,71,713,721,7,6,6,7,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Youzhny M.,Medvedev D.,84,58,631,826,6,4,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Vesely J.,Olivo R.,56,88,848,621,6,4,2,6,6,1,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Gaio F.,79,159,680,377,6,1,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Paire B.,136,40,426,1040,6,3,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Elias G.,46,95,933,604,6,1,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Laaksonen H.,Coric B.,123,59,474,815,3,6,6,4,6,2,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Jaziri M.,Mahut N.,53,54,883,870,6,3,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/10/17,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Brown D.,41,82,1016,651,6,1,6,1,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Robert S.,Sela D.,81,78,660,686,6,4,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Young D.,Kozlov S.,60,116,801,509,7,5,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Giraldo S.,63,103,786,557,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,Garcia-Lopez G.,145,89,395,620,4,6,7,5,6,2,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,Kuznetsov An.,49,62,905,790,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Zeballos H.,Copil M.,73,111,714,532,6,7,7,6,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,1st Round,3,Bagnis F.,Benneteau J.,83,117,645,502,5,7,6,4,6,2,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Thiem D.,Chardy J.,9,80,3375,670,6,2,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Nishioka Y.,Karlovic I.,70,21,726,1875,6,4,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Tsonga J.W.,43,8,980,3480,7,6,3,6,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Khachanov K.,12,52,3245,895,6,4,3,6,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Kukushkin M.,22,90,1760,618,7,6,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Gojowczyk P.,23,148,1690,394,7,5,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Dolgopolov O.,30,64,1270,785,6,7,1,1,,,,,,,0,1,Retired
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Fratangelo B.,14,112,2835,527,7,6,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Lopez F.,106,34,552,1170,6,2,4,6,7,6,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/11/17,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev M.,Sousa J.,32,37,1216,1100,6,4,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Dzumhur D.,24,67,1640,754,6,4,5,7,7,5,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,King D.,11,131,3280,453,3,6,6,0,6,1,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Mannarino A.,17,61,2190,791,7,5,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Cuevas P.,Klizan M.,33,66,1190,775,7,6,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Lorenzi P.,3,38,5195,1077,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Pospisil V.,Murray A.,129,1,454,12040,6,4,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,Evans D.,5,41,4730,1016,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Jaziri M.,Granollers M.,53,36,883,1113,7,5,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Muller G.,Vesely J.,28,56,1370,848,7,6,6,1,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Bagnis F.,20,83,1895,645,7,6,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Pouille L.,Struff J.L.,15,63,2421,786,6,3,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Pella G.,6,145,4415,395,6,3,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Youzhny M.,13,84,2925,631,6,4,6,0,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Young D.,Querrey S.,60,26,801,1480,6,3,3,6,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Delbonis F.,35,49,1155,905,7,6,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Zeballos H.,16,73,2255,714,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/12/17,Masters 1000,Outdoor,Hard,2nd Round,3,Verdasco F.,Herbert P.H.,29,74,1325,713,7,6,6,1,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Edmund K.,2,46,9825,933,6,4,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,2nd Round,3,Johnson S.,Anderson K.,27,79,1415,680,6,4,3,6,7,6,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Robert S.,10,81,3305,660,6,2,6,1,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Cilic M.,136,7,426,3590,4,6,7,5,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Laaksonen H.,18,123,2060,474,6,3,0,6,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,3rd Round,3,Thiem D.,Zverev M.,9,32,3375,1216,6,1,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,3rd Round,3,Carreno Busta P.,Bautista Agut R.,23,17,1690,2190,,,,,,,,,,,,,Walkover
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,3rd Round,3,Nishioka Y.,Berdych T.,70,14,726,2835,1,6,7,6,6,4,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,3rd Round,3,Lajovic D.,Pospisil V.,106,129,552,454,6,7,6,3,7,5,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/13/17,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Kohlschreiber P.,3,30,5195,1270,7,5,6,3,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Ramos-Vinolas A.,12,24,3245,1640,7,6,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Cuevas P.,Fognini F.,33,43,1190,980,6,1,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Isner J.,11,22,3280,1760,6,2,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Young D.,Pouille L.,60,15,801,2421,6,4,1,6,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Nishikori K.,Muller G.,5,28,4730,1370,6,2,6,2,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Verdasco F.,6,29,4415,1325,6,3,7,5,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Jaziri M.,Fritz T.,53,136,883,426,6,4,3,6,6,3,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/14/17,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Zverev A.,16,20,2255,1895,6,3,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Johnson S.,10,27,3305,1415,7,6,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,3rd Round,3,Sock J.,Dimitrov G.,18,13,2060,2925,3,6,6,3,7,6,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Del Potro J.M.,2,35,9825,1155,7,5,4,6,6,1,,,,,2,1,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,4th Round,3,Nishikori K.,Young D.,5,60,4730,801,6,2,6,4,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,4th Round,3,Carreno Busta P.,Lajovic D.,23,106,1690,552,6,4,7,6,,,,,,,2,0,Completed
19,Indian Wells,BNP Paribas Open,3/15/17,Masters 1000,Outdoor,Hard,4th Round,3,Cuevas P.,Goffin D.,33,12,1190,3245,6,3,3,6,6,3,,,,,2,1,Completed
